feature,AD,PD,LGD,Sum,Eng,App,description
linkf112__tu,1,1,1,3,0,0,Number of lenders / locations with inquiries within last 9 months
at33b__tu,1,1,1,3,0,0,Total balance of open trades verified in past 12 months (excluding mortgage and home equity)
in28s__tu,1,1,1,3,0,0,Total credit line of open installment trades verified in past 12 months
rev14__tu,1,1,1,3,0,0,Number of instances where a Revolving trade was utilized more than 90% in the past 12 months
agg905__tu,1,1,1,3,0,0,Average aggregate bankcard utilization over last 3 months
linkf037__tu,1,1,1,3,0,0,Number of inquiries within last 3 months ONLINE LENDER
in25s__tu,1,1,1,3,0,0,Number of currently open and satisfactory installment trades 12 months or older
trv18__tu,1,1,1,3,0,0,Number of months bankcard credit limit increases last 12 months
st35s__tu,1,1,1,3,0,0,Average balance of open student loan trades verified in past 12 months
bkc112__tu,1,1,1,3,0,0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 75% was more than 25%
linka031__tu,1,1,1,3,0,0,Number of open (unpaid) non-sufficient funds in the last 3 years
bc108s__tu,1,1,1,3,0,0,Number of 90 or more days past due ratings on credit card trades
linkf165__tu,1,1,1,3,0,0,Number of distinct home phones within last 18 months
g308s__tu,1,1,1,3,0,0,Worst rating on mortgage trades in past 12 months
rt21s__tu,1,1,1,3,0,0,Months since most recent retail trade opened
linkf068__tu,1,1,1,3,0,0,Number of inquiries all time
au203s__tu,1,1,1,3,0,0,Number of auto trades that are 60 days or more past due in the past 12 months
lienjudgmenttaxcount__ln,1,1,1,3,0,0,"Total federal, state, and county tax liens on subject's file"
inputprovidedcity__ln,1,1,1,3,0,0,Indicates if the city for the subject was provided on input
linkf152__tu,1,1,1,3,0,0,Number of distinct cell phones within last 6 months
linka015__tu,1,1,1,3,0,0,Number of checking account closures for cause in the last 6 months
au03s__tu,1,1,1,3,0,0,Number of currently satisfactory open auto trades
g216s__tu,1,1,1,3,0,0,Number of trades with a delinquency of 90 or more days past due since opening a new trade (within past 24 months)
fr35s__tu,1,1,1,3,0,0,Average balance of open finance revolving trades verified in past 12 months
br101s__tu,1,1,1,3,0,0,Total balance of all bank revolving trades verified in past 12 months
rvlr81__tu,1,1,1,3,0,0,Revolver/Transactor tag for the top five Bankcards in the past 24 months
s208s__tu,1,1,1,3,0,0,Number of tax liens
rvdexq3__tu,1,1,1,3,0,0,Q3 (Jul - Sep) revolving spend indexed to revolving annual spend
linkf171__tu,1,1,1,3,0,0,Number of distinct home phones within last 9 months
indexq2__tu,1,1,1,3,0,0,Q2 (Apr - Jun) spend indexed to annual spend
trv12__tu,1,1,1,3,0,0,Number of revolving high credit increases last 3 months
addrinputdelivery__ln,1,1,1,3,0,0,Indicates the mail delivery status on file for the input address
linkf109__tu,1,1,1,3,0,0,Number of lenders / locations with inquiries within last 2 months
index01__tu,1,1,1,3,0,0,Annual year-over-year spend index
st27s__tu,1,1,1,3,0,0,Number of currently open and satisfactory student loan trades 24 months or older
g221b__tu,1,1,1,3,0,0,Number of trades verified in the past 12 months that are currently 120 days or more past due
addrlastmovetaxratiodiff__ln,1,1,1,3,0,0,"Ratio comparing the difference in tax assessed value between the current address and the previous address (current address value divided by the previous address value if both are known) on subject's file, if the move occurred within the last five years"
trv03__tu,1,1,1,3,0,0,Number of non-mortgage trades with a balance increase last month
at01a__tu,1,1,1,3,0,0,Number of authorized user trades
lienjudgmenttimenewest__ln,1,1,1,3,0,0,"Time (in months) since the most recently recorded lien or judgment on subject's file, excluding evictions"
linkf015__tu,1,1,1,3,0,0,Number of NSF within last 7 years
linkf006__tu,1,1,1,3,0,0,Number of NSF within last 6 months
linkf151__tu,1,1,1,3,0,0,Number of distinct cell phones within last 3 months
linkf140__tu,1,1,1,3,0,0,Number of distinct bank accounts within last 24 months
of36s__tu,1,1,1,3,0,0,Months since most recent credit union delinquency
trv02__tu,1,1,1,3,0,0,Number of months overlimit on a bankcard over last 12 months
jt01s__tu,1,1,1,3,0,0,Number of joint trades
assetproppurchasetimeoldest__ln,1,1,1,3,0,0,Time (in months) since earliest recorded real property purchase based on real property ownership records on subject's file
linka044__tu,1,1,1,3,0,0,Number of checking account closures for cause in the last 3 months
linka049__tu,1,1,1,3,0,0,Number of checking account inquiries in the last 2 months
of09s__tu,1,1,1,3,0,0,Number of credit union trades opened in past 24 months
re34s__tu,1,1,1,3,0,0,Utilization for open revolving trades verified in past 12 months
fr30s__tu,1,1,1,3,0,0,Percentage of open finance revolving trades > 50% of credit line verified in past 12 months
linkf204__tu,1,1,1,3,0,0,Total Bad ACH amount in last 3 Months
g219b__tu,1,1,1,3,0,0,Number of trades verified in the past 12 months that are currently 60 days or more past due
g235s__tu,1,1,1,3,0,0,Number of trades opened since most recent delinquency (delinquency search limited to 24 months)
au24s__tu,1,1,1,3,0,0,Number of currently open and satisfactory auto trades 6 months or older
bc21s__tu,1,1,1,3,0,0,Months since most recent credit card trade opened
rev_trd__tu,1,1,1,3,0,0,Number of revolving trades
at27s__tu,1,1,1,3,0,0,Number of currently open and satisfactory trades 24 months or older
subjectwillingnessprimaryfactor__ln,1,1,1,3,0,0,Indicates the primary factor behind the value returned for the SubjectWillingnessIndex attribute
bookvalue__app,1,1,1,3,0,1,Book value
linkf078__tu,1,1,1,3,0,0,Number of trade segments opened within last 12 months
g102s__tu,1,1,1,3,0,0,Months since most recent inquiry
g206b__tu,1,1,1,3,0,0,Total monthly obligation for joint account verified in past 12 months and with a current balance > 0  (ATTR14)
jt03s__tu,1,1,1,3,0,0,Number of open joint trades currently satisfactory
br01s__tu,1,1,1,3,0,0,Number of bank revolving trades
linka085__tu,1,1,1,3,0,0,Maximum days taken to pay a non-sufficient funds
aut202__tu,1,1,1,3,0,0,Total Payment Ratio for Auto accounts over the past 3 months
g411s__tu,1,1,1,3,0,0,Number of deduped bank inquiries
jt42s__tu,1,1,1,3,0,0,Ratio of open joint trades to open trades
ENG-dealership_age,1,1,1,3,1,0,Dealership age
linkf156__tu,1,1,1,3,0,0,Number of distinct email addresses within last 18 months
rev233__tu,1,1,1,3,0,0,Aggregate Excess Payment for Revolving accounts over the past 6 months
jt75s__tu,1,1,1,3,0,0,Number of joint trades 30 days past due or worse in the last 12 months
cv24__tu,1,1,1,3,0,0,Total payment amount of bankcard trades verified in past 3 months
addrcurrentsubjectowned__ln,1,1,1,3,0,0,Subject owns current address
assetpropevercount__ln,1,1,1,3,0,0,Total number of real property ever owned based on real property ownership records on subject's file
addrinputtimeoldest__ln,1,1,1,3,0,0,Time on file (in months) since subject was first reported at the input address
addrcurrenttimenewest__ln,1,1,1,3,0,0,Time (in months) since the subject was most recently reported at the current address on subject's file
addrinputlastsaleprice__ln,1,1,1,3,0,0,Indicates last recorded sale price on file for the input address
g238s__tu,1,1,1,3,0,0,Number of credit inquiries in past 12 months
addrcurrenttimeoldest__ln,1,1,1,3,0,0,Time (in months) since the subject was first reported at the current address on subject's file
linkt002__tu,1,1,1,3,0,0,Number of months at current address
mt06s__tu,1,1,1,3,0,0,Number of mortgage trades opened in past 6 months
jt41s__tu,1,1,1,3,0,0,Number of joint installment or joint mortgage trades
linkf053__tu,1,1,1,3,0,0,Number of inquiries all time STOREFRONT LENDER
ENG-vehicle_age,1,1,1,3,1,0,Age of vehicle (years)
addrinputavmvalue12month__ln,1,1,1,3,0,0,Indicates input address AVM value on file 12 months ago
assetpropindex__ln,1,1,1,3,0,0,Index indicating level of historical property ownership based on real property ownership records on subject's file
miles_odometer__app,1,1,1,3,0,1,Miles on vehicle
us20s__tu,1,1,1,3,0,0,Months since oldest unsecured installment trade opened
s063s__tu,1,1,1,3,0,0,Total public record amount reported in past 12 months
st101s__tu,1,1,1,3,0,0,Total balance of all student loan trades verified in past 12 months
linka081__tu,1,1,1,3,0,0,Number of days since last (most recent) paid non-sufficient funds
bc106s__tu,1,1,1,3,0,0,Number of credit card trades 30 or more days past due in past 24 months
g100s__tu,1,1,1,3,0,0,Number of tradeline bankruptcies
linka068__tu,1,1,1,3,0,0,Number of paid non-sufficient funds in the last 2 months
rtdex01__tu,1,1,1,3,0,0,Annual year-over-year retail spend index
br03s__tu,1,1,1,3,0,0,Number of currently satisfactory open bank revolving trades
revs901__tu,1,1,1,3,0,0,Aggregate Revolving Monthly Spend over last 3 Months
se57s__tu,1,1,1,3,0,0,Total past due amount of open secured installment trades verified in past 12 months
addrpreviouslengthofres__ln,1,1,1,3,0,0,Length of residency in previous residence
linkf048__tu,1,1,1,3,0,0,Total balance on open or collection trade segments ONLINE LENDER
rp04s__tu,1,1,1,3,0,0,Months since most recent repossession trade reported
rvlr13__tu,1,1,1,3,0,0,Number of retail revolver trades over last 6 months
rt02s__tu,1,1,1,3,0,0,Number of open retail trades
alertregulatorycondition__ln,1,1,1,3,0,0,"Indicates subject has an alert on their file that is associated with state or federal regulations, consumer identity conditions, or bankruptcies on file"
in30s__tu,1,1,1,3,0,0,Percentage of open installment trades > 50% of credit line verified in past 12 months
mt09s__tu,1,1,1,3,0,0,Number of mortgage trades opened in past 24 months
fi09s__tu,1,1,1,3,0,0,Number of finance installment trades opened in past 24 months
bc30s__tu,1,1,1,3,0,0,Percentage of open credit card trades > 50% of credit line verified in past 12 months
linka076__tu,1,1,1,3,0,0,Total amount of paid non-sufficient funds in the last 6 months
jt40s__tu,1,1,1,3,0,0,Number of joint revolving trades
linkf002__tu,1,1,1,3,0,0,Number of NSF within last 12 months
au57s__tu,1,1,1,3,0,0,Total past due amount of open auto trades verified in past 12 months
rvlr65__tu,1,1,1,3,0,0,Flag indicating that the consumer revolved at least five times on at least one of his top 5 bankcards in the past 6 months
all232__tu,1,1,1,3,0,0,Aggregate Excess Payment for All accounts over the past 3 months
aut222__tu,1,1,1,3,0,0,Average total Payment Ratio for Auto accounts over the past 3 months
co05s__tu,1,1,1,3,0,0,Total balance of trades that charged-off
bkc152__tu,1,1,1,3,0,0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 75% was more than 90%
bc_trd__tu,1,1,1,3,0,0,Number of bankcard trades
linkf050__tu,1,1,1,3,0,0,Number of open delinquent and charge-off trade segments STOREFRONT LENDER
in20s__tu,1,1,1,3,0,0,Months since oldest installment trade opened
rvdex01__tu,1,1,1,3,0,0,Annual year-over-year revolving spend index
sourcenonderogcount__ln,1,1,1,3,0,0,Total non-derogatory source types on file for subject
fltapproveddowntotal__app,1,1,1,3,0,1,Total down
linkf125__tu,1,1,1,3,0,0,Number of trade segments (excluding new trades)
linka060__tu,1,1,1,3,0,0,Total amount of open (unpaid) non-sufficient funds in the last month
g099s__tu,1,1,1,3,0,0,Number of public record bankruptcies in past 24 months
std253__tu,1,1,1,3,0,0,Average Aggregate Excess Payment for Student Loan accounts over the past 6 months
linkf036__tu,1,1,1,3,0,0,Number of inquiries within last 1 month ONLINE LENDER
s209a__tu,1,1,1,3,0,0,Months since most recent non-medical third party collection
g409s__tu,1,1,1,3,0,0,Number of deduped bank inquiries in past 6 months
of35s__tu,1,1,1,3,0,0,Average balance of open credit union trades verified in past 12 months
st01s__tu,1,1,1,3,0,0,Number of student loan trades
rev122__tu,1,1,1,3,0,0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 100% was more than 25%
criminalnonfelonytimenewest__ln,1,1,1,3,0,0,"Time (in months) since most recently recorded non-felony criminal conviction on subject's file
NOTE: This attribute does not include sexual offender registry records"
fr03s__tu,1,1,1,3,0,0,Number of currently satisfactory open finance revolving trades
of20s__tu,1,1,1,3,0,0,Months since oldest credit union trade opened
rev319__tu,1,1,1,3,0,0,Max Total Open-to-Buy for Revolving accounts over the past 24 months
per235__tu,1,1,1,3,0,0,Aggregate Excess Payment for Personal Loan accounts over the past 24 months
linkf020__tu,1,1,1,3,0,0,Number of satisfactory ACH transactions within last 24 months
of28s__tu,1,1,1,3,0,0,Total credit line of open credit union trades verified in past 12 months
at28b__tu,1,1,1,3,0,0,Total credit line of open trades verified in past 12 months (excluding mortgage and home equity)
in27s__tu,1,1,1,3,0,0,Number of currently open and satisfactory installment trades 24 months or older
addrpreviousdwelltype__ln,1,1,1,3,0,0,Previous dwelling type
addrinputproblems__ln,1,1,1,3,0,0,Indicates any problems on file associated with the input address
linkf199__tu,1,1,1,3,0,0,Total Good ACH amount
ENG-loan_to_value,1,1,1,3,1,0,Loan to value
bitdealerapplicantsamezip__app,1,1,1,3,0,1,Applicant and Dealer Same Zip
g094s__tu,1,1,1,3,0,0,Number of public record bankruptcies
linkf031__tu,1,1,1,3,0,0,Number of satisfactory ACH transactions within last 7 years
jt20s__tu,1,1,1,3,0,0,Months since oldest joint trade opened
linka022__tu,1,1,1,3,0,0,Number of auto inquiries in the last 3 years
addrinputphonecount__ln,1,1,1,3,0,0,Total number of unique phone service listings on file currently reported with the input address
assetpropeversoldcount__ln,1,1,1,3,0,0,Total number of real properties identified as ever sold based on real property ownership records on subject's file
st45s__tu,1,1,1,3,0,0,Months since oldest student loan in repayment trade opened
addrcurrentdwelltype__ln,1,1,1,3,0,0,Current dwelling type
std252__tu,1,1,1,3,0,0,Average Aggregate Excess Payment for Student Loan accounts over the past 3 months
fltdowncash__app,1,1,1,3,0,1,Cash Down
in57s__tu,1,1,1,3,0,0,Total past due amount of open installment trades verified in past 12 months
rev102__tu,1,1,1,3,0,0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 50% was more than 25%
of32s__tu,1,1,1,3,0,0,Maximum balance owed on credit union trades verified in past 12 months
addrinputdwelltypeindex__ln,1,1,1,3,0,0,Index indicating the dwelling type on file for the input address
linka024__tu,1,1,1,3,0,0,"Number of days since oldest credit issuance inquiry (credit card, secured card, line of credit, revolving credit, and other credit account originations) "
rvlr26__tu,1,1,1,3,0,0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fifth highest balance   - month 1 to 8
linka027__tu,1,1,1,3,0,0,Number of days since most recent payday inquiry
hi36s__tu,1,1,1,3,0,0,Months since most recent home equity loan delinquency
linkf040__tu,1,1,1,3,0,0,Number of lenders / locations with inquiries or trades all time ONLINE LENDER
linka003__tu,1,1,1,3,0,0,"Number of other inquiries in the last 2 years.  
Inquiries that do not fall into the other specified categories (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
linkf208__tu,1,1,1,3,0,0,Total Bad ACH amount in last 6 Months
assetindex__ln,1,1,1,3,0,0,Modeled risk index indicating the type and relative value of real property and personal property associated with the subject
ssnsubjectcount__ln,1,1,1,3,0,0,Total number of unique identities found on file with the input SSN 
ret324__tu,1,1,1,3,0,0,Min Total Open-to-Buy for Retail accounts over the past 24 months
rt201s__tu,1,1,1,3,0,0,Highest balance of retail trades
educationattendance__ln,1,1,1,3,0,0,Indicates subject attended college based on student directory information on file
bi36s__tu,1,1,1,3,0,0,Months since most recent bank installment delinquency
linka072__tu,1,1,1,3,0,0,Number of paid non-sufficient funds in the last 2 years
lm29s__tu,1,1,1,3,0,0,Utilization of mortgage trades with a bank-backed loan modification
linkf035__tu,1,1,1,3,0,0,Number of open delinquent and charge-off trade segments ONLINE LENDER
agg909__tu,1,1,1,3,0,0,Months since max aggregate bankcard balance over last 12 months
st09s__tu,1,1,1,3,0,0,Number of student loan trades opened in past 24 months
addrinputphoneservice__ln,1,1,1,3,0,0,Indicates if phone service was found on file for the input address
rvlr23__tu,1,1,1,3,0,0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fourth highest balance    month 1 to 8
at103s__tu,1,1,1,3,0,0,Percentage of satisfactory open trades to all open trades verified in 24 months
fi25s__tu,1,1,1,3,0,0,Number of currently open and satisfactory finance installment trades 12 months or older
linkf091__tu,1,1,1,3,0,0,Number of trades
ret84__tu,1,1,1,3,0,0,Months since a Retail trade last exceeded 90% utilization
bkc84__tu,1,1,1,3,0,0,Months since a Bankcard trade last exceeded 90% utilization
bankruptcycount24month__ln,1,1,1,3,0,0,Total unique bankruptcy case filings on file showing the subject as debtor in the last 24 months
linkf139__tu,1,1,1,3,0,0,Number of distinct bank accounts within last 1 month
trv06__tu,1,1,1,3,0,0,Number of months non-mortgage balance increases last 12 months
evictiontimenewest__ln,1,1,1,3,0,0,Time (in months) since most recently recorded eviction on subject's file
rt20s__tu,1,1,1,3,0,0,Months since oldest retail trade opened
cv21__tu,1,1,1,3,0,0,Total payment amount of trades verified in past 3 months
ret225__tu,1,1,1,3,0,0,Average total Payment Ratio for Retail accounts over the past 24 months
g407s__tu,1,1,1,3,0,0,Number of deduped finance inquiries
g990s__tu,1,1,1,3,0,0,Number of deduped inquiries in past 12 months
bc104s__tu,1,1,1,3,0,0,Average of the open credit card trade utilizations verified in past 12 months
linkf090__tu,1,1,1,3,0,0,Number of inquiries within last 24 months
s207s__tu,1,1,1,3,0,0,Months since most recent public record bankruptcy
linka017__tu,1,1,1,3,0,0,Number of checking account closures for cause in the last 5 years
rev225__tu,1,1,1,3,0,0,Average total Payment Ratio for Revolving accounts over the past 24 months
linka012__tu,1,1,1,3,0,0,Number of unpaid checking account closures for cause in the last 2 years
rev84__tu,1,1,1,3,0,0,Months since a Revolving trade last exceeded 90% utilization
linka045__tu,1,1,1,3,0,0,Number of checking account closures for cause in the last year
linka050__tu,1,1,1,3,0,0,Number of checking account inquiries in the last 6 months
s204s__tu,1,1,1,3,0,0,Total balance of third party collections verified in past 12 months
addrinputsubjectcount__ln,1,1,1,3,0,0,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
g207s__tu,1,1,1,3,0,0,Total monthly obligation for all accounts
g302s__tu,1,1,1,3,0,0,Worst rating on revolving trades in past 12 months
g303s__tu,1,1,1,3,0,0,Worst rating on revolving trades
bitdealertrack__app,1,1,1,3,0,1,From Dealertrack
au101s__tu,1,1,1,3,0,0,Total balance of all auto trades verified in past 12 months
s073b__tu,1,1,1,3,0,0,Number of non-medical third party collections with balance > $100
g043c__tu,1,1,1,3,0,0,Number of real estate trades 90 or more days past due ever
subjectwillingnessindex__ln,1,1,1,3,0,0,Modeled risk index indicating the subject's willingness to fulfill a credit obligation on the basis of recent or historical non-derogatory and derogatory public record activity on file
bkc122__tu,1,1,1,3,0,0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 100% was more than 25%
linkf032__tu,1,1,1,3,0,0,Y / N indicator of lender-reported bankruptcy
g980s__tu,1,1,1,3,0,0,Number of deduped inquiries in past 6 months
co01s__tu,1,1,1,3,0,0,Number of charged-off trades
trv13__tu,1,1,1,3,0,0,Number of revolving high credit increases YOY
agg910__tu,1,1,1,3,0,0,Max aggregate bankcard utilization over last 3 months
businessassociationtimeoldest__ln,1,1,1,3,0,0,Time (in months) since a formal business association with the subject first seen on file
aut255__tu,1,1,1,3,0,0,Average Aggregate Excess Payment for Auto accounts over the past 24 months
rev224__tu,1,1,1,3,0,0,Average total Payment Ratio for Revolving accounts over the past 12 months
std201__tu,1,1,1,3,0,0,Total Payment Ratio for Student Loan accounts over the past 1 month
addrchangecount12month__ln,1,1,1,3,0,0,Number of addresses first seen in last 12 months on subject's file
g206s__tu,1,1,1,3,0,0,Total monthly obligation for joint account verified in past 12 months
fi01s__tu,1,1,1,3,0,0,Number of finance installment trades
evictioncount12month__ln,1,1,1,3,0,0,Total eviction records on subject's file in the last 12 months
cv13__tu,1,1,1,3,0,0,Percentage of trades ever delinquent
fi28s__tu,1,1,1,3,0,0,Total credit line of open finance installment trades verified in past 12 months
std205__tu,1,1,1,3,0,0,Total Payment Ratio for Student Loan accounts over the past 24 months
aut203__tu,1,1,1,3,0,0,Total Payment Ratio for Auto accounts over the past 6 months
linkf141__tu,1,1,1,3,0,0,Number of distinct bank accounts within last 2 months
criminalnonfelonycount__ln,1,1,1,3,0,0,Total non-felony criminal convictions or sexual offender registry records on subject's file
ret201__tu,1,1,1,3,0,0,Total Payment Ratio for Retail accounts over the past 1 month
au200s__tu,1,1,1,3,0,0,Number of auto trades that are 30 days or more past due ever
g002s__tu,1,1,1,3,0,0,Number of 60 days past due ratings in past 12 months
g228s__tu,1,1,1,3,0,0,Number of 90 or more days past due trades (current MOP only) with balance > $0 opened in past 24 months
ssnproblems__ln,1,1,1,3,0,0,Indicates problems on file associated with the input SSN
linka013__tu,1,1,1,3,0,0,Total dollar amount of unpaid checking account closures for cause in the last 4 years
g234s__tu,1,1,1,3,0,0,Number of days with inquiry occurring in past 30 days
s064b__tu,1,1,1,3,0,0,Total placement amount of non-medical third party collections
linkf147__tu,1,1,1,3,0,0,Number of distinct cell phones within last 18 months
linka047__tu,1,1,1,3,0,0,Number of checking account closures for cause in the last 3 years
derogcount__ln,1,1,1,3,0,0,"Total derogatory source records (criminal felony, criminal non-felony, sexual offender registry, lien, judgment, bankruptcy, and eviction) on subject's file"
trv08__tu,1,1,1,3,0,0,Number of non-mortgage balance decreases last 3 months
g240s__tu,1,1,1,3,0,0,Number of mortgage inquiries
addrcurrentdwelltypeindex__ln,1,1,1,3,0,0,Index indicating the dwelling type for current address on subject's file
linka051__tu,1,1,1,3,0,0,Number of checking account inquiries in the last year
au202s__tu,1,1,1,3,0,0,Number of auto trades that are 60 days or more past due ever
bkc322__tu,1,1,1,3,0,0,Min Total Open-to-Buy for Bankcard accounts over the past 6 months
s004s__tu,1,1,1,3,0,0,Average number of months trades have been on file
g250c__tu,1,1,1,3,0,0,Number of 30 days past due or worse items in the past 24 months (excluding medical collection items)
subjectactivityindex06month__ln,1,1,1,3,0,0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past six months
linkt008__tu,1,1,1,3,0,0,Number of public record bankruptcies in the last 24 months
g225s__tu,1,1,1,3,0,0,Total past due amount of currently 90 or more days past due trades
g213b__tu,1,1,1,3,0,0,Highest balance of non-medical third party collections verified in 24 months
bkc320__tu,1,1,1,3,0,0,Number of months since Min Total Open-to-Buy for Bankcard accounts
inquirybanking12month__ln,1,1,1,3,0,0,Indicates subject has one or more LexisNexis banking credit inquiries on file in the last 12 months
g415s__tu,1,1,1,3,0,0,Number of deduped auto inquiries
g106s__tu,1,1,1,3,0,0,Months on file
derogseverityindex__ln,1,1,1,3,0,0,Index indicating severity of derogatory records on subject's file
